,BC_em_AIR_anthro,CO2_em_AIR_anthro,NOx_em_AIR_anthro,SO2_em_AIR_anthro
2082-01-01,5.712898633574335e-17,9.04648367696645e-12,3.0099366878964673e-14,8.029493292726873e-16
2083-01-01,5.72105057930152e-17,9.151800834971493e-12,3.018476710236451e-14,8.029493292726872e-16
2084-01-01,5.726587826124069e-17,9.255253013347728e-12,3.022472486570442e-14,8.029493292726871e-16
2085-01-01,5.729642875261319e-17,9.356598915172197e-12,3.0224710262692165e-14,8.029493292726871e-16
2086-01-01,5.730348227932612e-17,9.455597243521947e-12,3.019019338703553e-14,8.029493292726872e-16
2087-01-01,5.72883638535729e-17,9.552006701474022e-12,3.012664433244227e-14,8.029493292726873e-16
2088-01-01,5.725239848754691e-17,9.645585992105467e-12,3.003953319262017e-14,8.029493292726873e-16
2089-01-01,5.719691119344152e-17,9.736093818493321e-12,2.993433006127699e-14,8.029493292726872e-16
2090-01-01,5.712322698345017e-17,9.823288883714643e-12,2.981650503212051e-14,8.029493292726871e-16
2091-01-01,5.703267086976626e-17,9.906929890846467e-12,2.9691528198858506e-14,8.029493292726873e-16
2092-01-01,5.692656786458318e-17,9.986775542965847e-12,2.9564869655198746e-14,8.029493292726873e-16
2093-01-01,5.68062429800943e-17,1.0062584543149815e-11,2.9441999494848986e-14,8.029493292726871e-16
2094-01-01,5.66730212284931e-17,1.0134115594475431e-11,2.9328387811517034e-14,8.029493292726873e-16
2095-01-01,5.65282276219729e-17,1.020112740001973e-11,2.922950469891063e-14,8.029493292726872e-16
2096-01-01,5.637318717272713e-17,1.0263378662859761e-11,2.9150820250737556e-14,8.029493292726872e-16
2097-01-01,5.62092248929492e-17,1.032062808607257e-11,2.909780456070559e-14,8.029493292726873e-16
2098-01-01,5.603766579483248e-17,1.0372634372735197e-11,2.907592772252249e-14,8.029493292726871e-16
2099-01-01,5.585983489057041e-17,1.0419156225924695e-11,2.909065982989604e-14,8.029493292726871e-16
2100-01-01,5.567705719235636e-17,1.0459952348718105e-11,2.9147470976534015e-14,8.029493292726871e-16
