,BC_em_AIR_anthro,CO2_em_AIR_anthro,NOx_em_AIR_anthro,SO2_em_AIR_anthro
2068-01-01,2.321916895760399e-17,1.9221662971381513e-12,7.300972685482005e-15,8.029493292726871e-16
2069-01-01,2.3175139741806123e-17,1.9063718858753752e-12,7.273060002886289e-15,8.029493292726871e-16
2070-01-01,2.312985424441805e-17,1.88801773694236e-12,7.244326361390604e-15,8.029493292726871e-16
2071-01-01,2.308195286101493e-17,1.866867717529886e-12,7.214323742097798e-15,8.029493292726872e-16
2072-01-01,2.3030389114424038e-17,1.8431283935420163e-12,7.182935952041117e-15,8.029493292726872e-16
2073-01-01,2.2974194809285656e-17,1.8171170055611342e-12,7.150129754736397e-15,8.029493292726872e-16
2074-01-01,2.2912401750240074e-17,1.789150794169624e-12,7.115871913699484e-15,8.029493292726873e-16
2075-01-01,2.2844041741927582e-17,1.759546999949869e-12,7.080129192446212e-15,8.029493292726872e-16
2076-01-01,2.2768146588988472e-17,1.7286228634842538e-12,7.0428683544924275e-15,8.029493292726871e-16
2077-01-01,2.268374809606304e-17,1.6966956253551623e-12,7.00405616335397e-15,8.029493292726872e-16
2078-01-01,2.2589878067791565e-17,1.664082526144978e-12,6.963659382546678e-15,8.02949329272687e-16
2079-01-01,2.2485568308814353e-17,1.6311008064360858e-12,6.921644775586397e-15,8.029493292726871e-16
2080-01-01,2.2369850623771678e-17,1.5980677068108686e-12,6.8779791059889625e-15,8.029493292726872e-16
2081-01-01,2.224221754472377e-17,1.5652856277061811e-12,6.832691371697135e-15,8.02949329272687e-16
2082-01-01,2.2104004513410568e-17,1.5329976089767573e-12,6.786059508361351e-15,8.029493292726873e-16
2083-01-01,2.195700769899192e-17,1.5014318503318023e-12,6.738423686058957e-15,8.029493292726872e-16
2084-01-01,2.180302327062771e-17,1.4708165514805204e-12,6.690124074867309e-15,8.029493292726871e-16
2085-01-01,2.164384739747779e-17,1.4413799121321165e-12,6.641500844863755e-15,8.029493292726871e-16
2086-01-01,2.148127624870204e-17,1.413350131995796e-12,6.592894166125649e-15,8.029493292726872e-16
2087-01-01,2.1317105993460317e-17,1.3869554107807622e-12,6.544644208730344e-15,8.029493292726873e-16
2088-01-01,2.1153132800912486e-17,1.3624239481962212e-12,6.497091142755187e-15,8.029493292726873e-16
2089-01-01,2.0991152840218408e-17,1.3399839439513762e-12,6.450575138277533e-15,8.029493292726872e-16
2090-01-01,2.0832962280537954e-17,1.319863597755433e-12,6.405436365374733e-15,8.029493292726871e-16
2091-01-01,2.068035729103099e-17,1.3022911093175964e-12,6.362014994124139e-15,8.029493292726873e-16
2092-01-01,2.053513404085739e-17,1.2874946783470705e-12,6.3206511946031024e-15,8.029493292726873e-16
2093-01-01,2.039908869917699e-17,1.2757025045530595e-12,6.2816851368889714e-15,8.029493292726871e-16
2094-01-01,2.0274017435149694e-17,1.2671427876447695e-12,6.245456991059105e-15,8.029493292726873e-16
2095-01-01,2.0161716417935338e-17,1.262043727331404e-12,6.212306927190847e-15,8.029493292726872e-16
2096-01-01,2.00639818166938e-17,1.2606335233221682e-12,6.182575115361554e-15,8.029493292726872e-16
2097-01-01,1.998260980058494e-17,1.2631403753262668e-12,6.156601725648577e-15,8.029493292726873e-16
2098-01-01,1.9919396538768626e-17,1.269792483052904e-12,6.1347269281292644e-15,8.029493292726871e-16
2099-01-01,1.987613820040473e-17,1.2808180462112855e-12,6.117290892880972e-15,8.029493292726871e-16
2100-01-01,1.985463095465311e-17,1.296445264510615e-12,6.104633789981049e-15,8.029493292726871e-16
