,BC_em_AIR_anthro,CO2_em_AIR_anthro,NOx_em_AIR_anthro,SO2_em_AIR_anthro
2070-01-01,6.780948067279413e-17,6.504762440490141e-12,1.5127749245879944e-14,1.9585841195407516e-15
2071-01-01,6.82684882444648e-17,6.5656665263316685e-12,1.515176532918572e-14,1.9684971846819195e-15
2072-01-01,6.871234529830857e-17,6.625661403923383e-12,1.5170978807135708e-14,1.9778647552844282e-15
2073-01-01,6.914135513595307e-17,6.684445684978855e-12,1.518679245337047e-14,1.986761110605597e-15
2074-01-01,6.955582105902592e-17,6.741717981211657e-12,1.5200609041530572e-14,1.9952605299027444e-15
2075-01-01,6.995604636915476e-17,6.797176904335354e-12,1.5213831345256556e-14,2.003437292433189e-15
2076-01-01,7.034233436796724e-17,6.850521066063525e-12,1.5227862138188992e-14,2.0113656774542518e-15
2077-01-01,7.071498835709102e-17,6.9014490781097376e-12,1.524410419396844e-14,2.0191199642232504e-15
2078-01-01,7.10743116381537e-17,6.9496595521875606e-12,1.5263960286235456e-14,2.0267744319975043e-15
2079-01-01,7.142060751278297e-17,6.9948511000105704e-12,1.5288833188630607e-14,2.0344033600343327e-15
2080-01-01,7.175417928260641e-17,7.036722333292333e-12,1.5320125674794446e-14,2.0420810275910547e-15
2081-01-01,7.207527257074685e-17,7.075061456495728e-12,1.5358830628145828e-14,2.049861189263174e-15
2082-01-01,7.238390228630764e-17,7.1100150450808595e-12,1.5404301371216777e-14,2.057715500998936e-15
2083-01-01,7.268002565988726e-17,7.141819267257131e-12,1.5455481336317595e-14,2.065595094084768e-15
2084-01-01,7.296359992208424e-17,7.1707102912339575e-12,1.5511313955758615e-14,2.073451099807101e-15
2085-01-01,7.323458230349706e-17,7.196924285220745e-12,1.557074266185015e-14,2.081234649452364e-15
2086-01-01,7.349293003472427e-17,7.220697417426902e-12,1.563271088690251e-14,2.0888968743069855e-15
2087-01-01,7.373860034636434e-17,7.242265856061841e-12,1.569616206322602e-14,2.096388905657396e-15
2088-01-01,7.397155046901577e-17,7.2618657693349676e-12,1.5760039623130992e-14,2.1036618747900246e-15
2089-01-01,7.419173763327708e-17,7.279733325455691e-12,1.5823286998927733e-14,2.110666912991299e-15
2090-01-01,7.439911906974677e-17,7.29610469263342e-12,1.5884847622926572e-14,2.11735515154765e-15
2091-01-01,7.459365200902337e-17,7.311216039077567e-12,1.5943664927437825e-14,2.123677721745507e-15
2092-01-01,7.477529368170535e-17,7.325303532997539e-12,1.5998682344771803e-14,2.129585754871299e-15
2093-01-01,7.49440013183912e-17,7.33860334260274e-12,1.6048843307238813e-14,2.135030382211454e-15
2094-01-01,7.509973214967951e-17,7.35135163610259e-12,1.6093091247149193e-14,2.139962735052404e-15
2095-01-01,7.524244340616867e-17,7.363784581706485e-12,1.613036959681324e-14,2.144333944680576e-15
2096-01-01,7.537209231845727e-17,7.376138347623844e-12,1.615962178854128e-14,2.1480951423823998e-15
2097-01-01,7.548863611714379e-17,7.388649102064073e-12,1.6179791254643625e-14,2.1511974594443055e-15
2098-01-01,7.55920320328267e-17,7.401553013236578e-12,1.618982142743059e-14,2.1535920271527213e-15
2099-01-01,7.568223729610457e-17,7.415086249350774e-12,1.61886557392125e-14,2.1552299767940777e-15
2100-01-01,7.575920913757586e-17,7.429484978616063e-12,1.6175237622299658e-14,2.1560624396548033e-15
