,BC_em_AIR_anthro,CO2_em_AIR_anthro,NOx_em_AIR_anthro,SO2_em_AIR_anthro
2055-01-01,8.878595475398947e-18,5.67532905765327e-13,2.836643008499612e-15,8.029493292726872e-16
2056-01-01,8.714410065263825e-18,5.568548680253817e-13,2.778801458394922e-15,8.029493292726873e-16
2057-01-01,8.566599247321872e-18,5.478456019277916e-13,2.7264694492013044e-15,8.029493292726873e-16
2058-01-01,8.433862108219576e-18,5.401740238251299e-13,2.6791836836932918e-15,8.029493292726872e-16
2059-01-01,8.314897734603431e-18,5.335090500699703e-13,2.6364808646454197e-15,8.029493292726871e-16
2060-01-01,8.208405213119925e-18,5.27519597014886e-13,2.597897694832222e-15,8.029493292726871e-16
2061-01-01,8.113241819085978e-18,5.219227812140942e-13,2.563023234375574e-15,8.02949329272687e-16
2062-01-01,8.028897582500245e-18,5.166285200283885e-13,2.5316559727867132e-15,8.029493292726872e-16
2063-01-01,7.955020722031827e-18,5.115949310202066e-13,2.503646756924218e-15,8.029493292726872e-16
2064-01-01,7.891259456349808e-18,5.06780131751986e-13,2.4788464336466676e-15,8.029493292726873e-16
2065-01-01,7.83726200412328e-18,5.021422397861642e-13,2.4571058498126406e-15,8.029493292726871e-16
2066-01-01,7.792676584021342e-18,4.976393726851791e-13,2.4382758522807166e-15,8.029493292726872e-16
2067-01-01,7.757151414713079e-18,4.93229648011468e-13,2.4222072879094737e-15,8.029493292726873e-16
2068-01-01,7.730334714867583e-18,4.888711833274686e-13,2.4087510035574903e-15,8.029493292726871e-16
2069-01-01,7.711874703153952e-18,4.845220961956186e-13,2.3977578460833456e-15,8.029493292726871e-16
2070-01-01,7.701419598241272e-18,4.801405041783557e-13,2.3890786623456195e-15,8.029493292726871e-16
2071-01-01,7.698548565679916e-18,4.756835788387038e-13,2.382565800225333e-15,8.029493292726872e-16
2072-01-01,7.702564558545363e-18,4.711047077420334e-13,2.3780776116932823e-15,8.029493292726872e-16
2073-01-01,7.712701476794366e-18,4.663563324543008e-13,2.3754739497427047e-15,8.029493292726872e-16
2074-01-01,7.72819322038368e-18,4.61390894541463e-13,2.37461466736684e-15,8.029493292726873e-16
2075-01-01,7.74827368927006e-18,4.561608355694765e-13,2.375359617558925e-15,8.029493292726872e-16
2076-01-01,7.772176783410265e-18,4.5061859710429816e-13,2.3775686533121993e-15,8.029493292726871e-16
2077-01-01,7.799136402761052e-18,4.447166207118847e-13,2.3811016276199026e-15,8.029493292726872e-16
2078-01-01,7.828386447279167e-18,4.3840734795819264e-13,2.3858183934752716e-15,8.02949329272687e-16
2079-01-01,7.859160816921378e-18,4.316432204091789e-13,2.391578803871546e-15,8.029493292726871e-16
2080-01-01,7.890693411644434e-18,4.2437667963080017e-13,2.3982427118019642e-15,8.029493292726872e-16
2081-01-01,7.922330320277505e-18,4.165800289137057e-13,2.405675856483458e-15,8.02949329272687e-16
2082-01-01,7.953866387139434e-18,4.0830501844731597e-13,2.413767522027734e-15,8.029493292726873e-16
2083-01-01,7.985208645421463e-18,3.9962326014574334e-13,2.4224128787701912e-15,8.029493292726872e-16
2084-01-01,8.016264128314852e-18,3.906063659231012e-13,2.431507097046229e-15,8.029493292726871e-16
2085-01-01,8.046939869010847e-18,3.8132594769350207e-13,2.440945347191248e-15,8.029493292726871e-16
2086-01-01,8.077142900700706e-18,3.71853617371059e-13,2.450622799540648e-15,8.029493292726872e-16
2087-01-01,8.106780256575678e-18,3.622609868698849e-13,2.4604346244298287e-15,8.029493292726873e-16
2088-01-01,8.135758969827013e-18,3.526196681040925e-13,2.4702759921941885e-15,8.029493292726873e-16
2089-01-01,8.163986073645965e-18,3.4300127298779464e-13,2.4800420731691276e-15,8.029493292726872e-16
2090-01-01,8.191368601223783e-18,3.334774134351043e-13,2.4896280376900462e-15,8.029493292726871e-16
2091-01-01,8.217813585751724e-18,3.241197013601344e-13,2.498929056092344e-15,8.029493292726873e-16
2092-01-01,8.243228060421038e-18,3.1499974867699774e-13,2.507840298711421e-15,8.029493292726873e-16
2093-01-01,8.267519058422971e-18,3.061891672998071e-13,2.5162569358826744e-15,8.029493292726871e-16
2094-01-01,8.290593612948786e-18,2.9775956914267556e-13,2.5240741379415078e-15,8.029493292726873e-16
2095-01-01,8.312358757189723e-18,2.8978256611971577e-13,2.5311870752233176e-15,8.029493292726872e-16
2096-01-01,8.332721524337041e-18,2.8232977014504075e-13,2.537490918063505e-15,8.029493292726872e-16
2097-01-01,8.351588947581993e-18,2.7547279313276335e-13,2.542880836797469e-15,8.029493292726873e-16
2098-01-01,8.368868060115824e-18,2.692832469969963e-13,2.54725200176061e-15,8.029493292726871e-16
2099-01-01,8.384465895129793e-18,2.638327436518527e-13,2.550499583288327e-15,8.029493292726871e-16
2100-01-01,8.398289485815148e-18,2.5919289501144527e-13,2.5525187517160203e-15,8.029493292726871e-16
