,BC_em_AIR_anthro,CO2_em_AIR_anthro,NOx_em_AIR_anthro,SO2_em_AIR_anthro
2051-01-01,5.03521762207971e-17,4.625596390145023e-12,1.211306152140591e-14,1.4948994096352571e-15
2052-01-01,5.067527237283302e-17,4.666315223379879e-12,1.2118609385431744e-14,1.502303697886118e-15
2053-01-01,5.099334502893271e-17,4.7066868636399355e-12,1.2133609331014246e-14,1.5095361689931127e-15
2054-01-01,5.130363603206535e-17,4.746435615750286e-12,1.2155597525579742e-14,1.5165193662690218e-15
2055-01-01,5.1603387225200134e-17,4.785285784536029e-12,1.2182110136554563e-14,1.5231758330266276e-15
2056-01-01,5.18898404513063e-17,4.822961674822263e-12,1.2210683331365047e-14,1.529428112578712e-15
2057-01-01,5.2160237553353054e-17,4.859187591434084e-12,1.2238853277437518e-14,1.5351987482380567e-15
2058-01-01,5.2411820374309584e-17,4.8936878391965865e-12,1.2264156142198304e-14,1.5404102833174426e-15
2059-01-01,5.264183075714512e-17,4.926186722934871e-12,1.2284128093073745e-14,1.5449852611296531e-15
2060-01-01,5.284751054482887e-17,4.956408547474034e-12,1.2296305297490161e-14,1.5488462249874687e-15
2061-01-01,5.302643269509901e-17,4.984116876202046e-12,1.229866526705718e-14,1.5519237947566357e-15
2062-01-01,5.317749462476961e-17,5.009232306758385e-12,1.2290950890117587e-14,1.5541808965147535e-15
2063-01-01,5.329992486542373e-17,5.0317146953454e-12,1.2273346399197465e-14,1.5555885328923865e-15
2064-01-01,5.339295194864439e-17,5.0515238981654415e-12,1.2246036026822885e-14,1.5561177065200974e-15
2065-01-01,5.345580440601464e-17,5.068619771420862e-12,1.2209204005519925e-14,1.5557394200284507e-15
2066-01-01,5.3487710769117535e-17,5.082962171314011e-12,1.2163034567814674e-14,1.5544246760480103e-15
2067-01-01,5.3487899569536104e-17,5.094510954047241e-12,1.2107711946233199e-14,1.5521444772093395e-15
2068-01-01,5.345559933885338e-17,5.1032259758229e-12,1.204342037330158e-14,1.5488698261430014e-15
2069-01-01,5.339003860865244e-17,5.1090670928433425e-12,1.1970344081545904e-14,1.5445717254795608e-15
2070-01-01,5.3290445910516315e-17,5.111994161310918e-12,1.188866730349224e-14,1.5392211778495813e-15
2071-01-01,5.31563205629336e-17,5.111949602319902e-12,1.1798722134708413e-14,1.5328056125309042e-15
2072-01-01,5.298824503201513e-17,5.1088060965322736e-12,1.1701432122929212e-14,1.5253781653904813e-15
2073-01-01,5.2787072570777303e-17,5.102418889501934e-12,1.1597868678931162e-14,1.5170083989425423e-15
2074-01-01,5.2553656432236495e-17,5.092643226782786e-12,1.1489103213490802e-14,1.5077658757013173e-15
2075-01-01,5.2288849869409087e-17,5.079334353928731e-12,1.1376207137384648e-14,1.4977201581810348e-15
2076-01-01,5.1993506135311493e-17,5.062347516493674e-12,1.1260251861389244e-14,1.486940808895926e-15
2077-01-01,5.16684784829601e-17,5.041537960031516e-12,1.1142308796281117e-14,1.4754973903602196e-15
2078-01-01,5.131462016537127e-17,5.01676093009616e-12,1.1023449352836792e-14,1.4634594650881456e-15
2079-01-01,5.0932784435561444e-17,4.987871672241511e-12,1.0904744941832805e-14,1.4508965955939342e-15
2080-01-01,5.0523824546546957e-17,4.954725432021468e-12,1.0787266974045686e-14,1.4378783443918142e-15
2081-01-01,5.008855687040439e-17,4.917242333823802e-12,1.0671798998038592e-14,1.4244596472114614e-15
2082-01-01,4.9627650255450876e-17,4.8756020173717496e-12,1.0557973113521221e-14,1.4106369326443329e-15
2083-01-01,4.914173666906368e-17,4.830049001222409e-12,1.0445133557989884e-14,1.39639200249733e-15
2084-01-01,4.8631448078620136e-17,4.7808278039328875e-12,1.033262456894091e-14,1.3817066585773567e-15
2085-01-01,4.809741645149751e-17,4.728182944060285e-12,1.0219790383870617e-14,1.3665627026913147e-15
2086-01-01,4.754027375507312e-17,4.6723589401617035e-12,1.010597524027533e-14,1.3509419366461065e-15
2087-01-01,4.696065195672424e-17,4.6136003107942456e-12,9.990523375651365e-15,1.334826162248635e-15
2088-01-01,4.635918302382817e-17,4.552151574515014e-12,9.87277902749505e-15,1.3181971813058026e-15
2089-01-01,4.57364989237622e-17,4.48825724988111e-12,9.752086433302698e-15,1.3010367956245107e-15
2090-01-01,4.509323162390362e-17,4.4221618554496356e-12,9.62778983057064e-15,1.2833268070116632e-15
2091-01-01,4.443001309162975e-17,4.3541099097776956e-12,9.49923345679519e-15,1.2650490172741622e-15
2092-01-01,4.374747529431786e-17,4.284345931422391e-12,9.365761549472676e-15,1.2461852282189104e-15
2093-01-01,4.3046250199345226e-17,4.21311443894082e-12,9.226718346099409e-15,1.226717241652809e-15
2094-01-01,4.232696977408919e-17,4.140659950890093e-12,9.081448084171724e-15,1.2066268593827623e-15
2095-01-01,4.1590265985927e-17,4.067226985827305e-12,8.929295001185931e-15,1.1858958832156713e-15
2096-01-01,4.083677080223598e-17,3.993060062309561e-12,8.769603334638358e-15,1.1645061149584392e-15
2097-01-01,4.0067116190393404e-17,3.918403698893964e-12,8.601717322025322e-15,1.1424393564179686e-15
2098-01-01,3.928193411777657e-17,3.843502414137613e-12,8.424981200843147e-15,1.1196774094011614e-15
2099-01-01,3.8481856551762787e-17,3.768600726597616e-12,8.238739208588156e-15,1.0962020757149211e-15
2100-01-01,3.7667515459729334e-17,3.69394315483107e-12,8.042335582756667e-15,1.071995157166149e-15
